,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
92,151521298,11/05/2015,11/05/2015,2230,,N Hollywood,1511,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1309 1310,57.0,M,W,101.0,STREET,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,230.0,,,,RAYMER,FULTON,"(34.2063, -118.4225)"
93,151521301,11/09/2015,11/08/2015,2330,,N Hollywood,1526,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0.0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,6200    BECK                         AV,,"(34.1831, -118.3833)"
94,101111639,05/05/2010,05/02/2010,1600,11.0,Northeast,1184,330,BURGLARY FROM VEHICLE,0344 1605,41.0,F,W,101.0,STREET,,,AA,Adult Arrest,330.0,,,,MORTON,PARK,"(34.0825, -118.25)"
95,151521302,11/09/2015,11/06/2015,1130,,N Hollywood,1545,624,BATTERY - SIMPLE ASSAULT,1259 0416 0913,17.0,M,B,721.0,HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,5200    COLFAX                       AV,,"(34.1649, -118.3921)"
96,151521303,11/09/2015,11/09/2015,1000,,N Hollywood,1559,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,4800    ARCOLA                       AV,,"(34.1577, -118.3549)"
97,151521304,11/09/2015,11/08/2015,2000,,N Hollywood,1596,330,BURGLARY FROM VEHICLE,0344 1607,53.0,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,10900    FRUITLAND                    DR,,"(34.1385, -118.368)"
98,151521305,11/08/2015,11/07/2015,500,,N Hollywood,1548,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1300,20.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,11100    CHANDLER                     BL,,"(34.1681, -118.3724)"
99,151521306,11/07/2015,11/07/2015,1500,,N Hollywood,1548,310,BURGLARY,0344,56.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,5200    WILLOWCREST                  AV,,"(34.1649, -118.3621)"
100,151521307,11/09/2015,11/07/2015,2100,,N Hollywood,1539,330,BURGLARY FROM VEHICLE,1302 0344,24.0,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,5900    VINELAND                     AV,,"(34.1776, -118.3703)"
101,151521308,11/09/2015,11/07/2015,2300,,N Hollywood,1555,330,BURGLARY FROM VEHICLE,1302 0385 0344 0321,52.0,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,11100    OTSEGO                       ST,,"(34.163, -118.3728)"
102,151521309,11/08/2015,11/08/2015,2140,,N Hollywood,1555,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,55.0,F,W,252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,440.0,,,,5100    LANKERSHIM                   BL,,"(34.163, -118.3734)"
103,151521310,11/08/2015,11/08/2015,1315,,N Hollywood,1527,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,57.0,F,W,404.0,DEPARTMENT STORE,,,IC,Invest Cont,440.0,,,,11000    VICTORY                      BL,,"(34.1867, -118.3703)"
104,151521311,11/08/2015,11/08/2015,2130,,N Hollywood,1524,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,25.0,F,W,716.0,THEATRE/MOVIE,,,IC,Invest Cont,440.0,,,,VICTORY,BELLINGHAM,"(34.1867, -118.3996)"
105,151521312,11/08/2015,11/08/2015,1145,,N Hollywood,1538,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0906,37.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,5900    TUJUNGA                      AV,,"(34.1776, -118.379)"
106,101306897,02/13/2010,02/12/2010,1530,13.0,Newton,1383,850,INDECENT EXPOSURE,0529,10.0,F,H,102.0,SIDEWALK,,,AO,Adult Other,850.0,,,,6000 S  BROADWAY,,"(33.9851, -118.2783)"
107,151521316,11/06/2015,11/06/2015,1500,,N Hollywood,1548,662,"BUNCO, GRAND THEFT",0422 0800,59.0,M,O,402.0,MARKET,,,IC,Invest Cont,662.0,,,,10900    MAGNOLIA                     BL,,"(34.1667, -118.3702)"
108,151521317,11/09/2015,11/06/2015,1430,,N Hollywood,1545,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,51.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,5400    AGNES                        AV,,"(34.1687, -118.3954)"
109,151521318,11/09/2015,11/07/2015,2350,,N Hollywood,1513,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,48.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,6700    WILKINSON                    AV,,"(34.1922, -118.4041)"
110,151521319,11/09/2015,11/06/2015,2200,,N Hollywood,1557,330,BURGLARY FROM VEHICLE,0344,26.0,F,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,10900    HUSTON                       ST,,"(34.16, -118.3681)"
111,151521320,11/09/2015,11/01/2015,2200,,N Hollywood,1569,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 0385,54.0,M,B,101.0,STREET,,,IC,Invest Cont,331.0,,,,4300    MARIOTA                      AV,,"(34.1486, -118.3499)"
112,151521321,11/09/2015,11/09/2015,1050,,N Hollywood,1549,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,31.0,F,H,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440.0,,,,11100    BURBANK                      BL,,"(34.1722, -118.3727)"
113,151521323,11/09/2015,11/08/2015,1300,,N Hollywood,1548,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,44.0,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,5300    LANKERSHIM                   BL,,"(34.167, -118.3759)"
114,151521324,11/09/2015,11/05/2015,1400,,N Hollywood,1526,354,THEFT OF IDENTITY,1822,63.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,11600    ERWIN                        ST,,"(34.1831, -118.3846)"
115,151521325,11/09/2015,11/09/2015,1250,,N Hollywood,1505,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325,29.0,M,H,243.0,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,442.0,,,,11600    SHERMAN                      WY,,"(34.2012, -118.3845)"
116,151521326,11/09/2015,11/09/2015,1130,,N Hollywood,1508,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,22.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740.0,,,,7500    VINELAND                     AV,,"(34.2067, -118.3703)"
117,151521327,11/09/2015,11/08/2015,2000,,N Hollywood,1526,330,BURGLARY FROM VEHICLE,0344 1609 1307,54.0,F,O,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,11400    CALVERT                      ST,,"(34.1813, -118.379)"
118,151521328,11/09/2015,11/08/2015,2100,,N Hollywood,1562,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,37.0,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,420.0,,,,4400    VANTAGE                      AV,,"(34.1504, -118.3976)"
119,101405545,01/25/2010,01/25/2010,1220,14.0,Pacific,1496,625,OTHER ASSAULT,0416,43.0,M,H,101.0,STREET,,,IC,Invest Cont,625.0,,,,VICKSBURG,96TH,"(33.9489, -118.3939)"
120,101420432,09/08/2010,09/03/2010,1030,14.0,Pacific,1431,330,BURGLARY FROM VEHICLE,0344 1300,22.0,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,HORIZON,PACIFIC,"(33.9886, -118.473)"
121,151521329,11/09/2015,11/01/2015,1100,,N Hollywood,1599,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0321,49.0,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,420.0,,,,7400    MULHOLLAND                   DR,,"(34.1284, -118.3568)"
122,101500638,02/13/2010,02/12/2010,2300,15.0,N Hollywood,1509,330,BURGLARY FROM VEHICLE,1307 1609,19.0,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,VALERIO,DENNY,"(34.2048, -118.3649)"
123,151521330,11/09/2015,11/09/2015,800,,N Hollywood,1548,330,BURGLARY FROM VEHICLE,0344 1609 1307,28.0,F,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,11100    WEDDINGTON                   ST,,"(34.167, -118.3724)"
124,151521331,11/09/2015,10/10/2015,1200,,N Hollywood,1591,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,69.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,3700    LAUREL CANYON                BL,,"(34.1325, -118.3974)"
125,151521332,11/09/2015,05/29/2015,1417,,N Hollywood,1548,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0394,32.0,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,5200    CLEON                        AV,,"(34.1649, -118.3686)"
126,151521333,11/09/2015,11/08/2015,2230,,N Hollywood,1517,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0.0,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,11000    VANOWEN                      ST,,"(34.194, -118.3703)"
127,151521334,11/09/2015,11/08/2015,1000,,N Hollywood,1591,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,26.0,M,H,235.0,PHARMACY INSIDE STORE OR SUPERMARKET*,,,AO,Adult Other,440.0,,,,12100    VENTURA                      BL,,"(34.1436, -118.3953)"
128,151521335,11/09/2015,10/04/2015,1200,,N Hollywood,1525,649,DOCUMENT FORGERY / STOLEN FELONY,0925 1822,56.0,M,B,732.0,POST OFFICE,,,AA,Adult Arrest,649.0,,,,KITTRIDGE                    ST,LANKERSHIM                   BL,"(34.1903, -118.3877)"
129,151521336,11/09/2015,10/27/2015,1000,,N Hollywood,1562,354,THEFT OF IDENTITY,1822,26.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,12100    MOORPARK                     ST,,"(34.1533, -118.4058)"
130,151521337,11/09/2015,11/05/2015,100,,N Hollywood,1532,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2000,49.0,M,H,101.0,STREET,,,AO,Adult Other,440.0,,,,BURBANK,LAUREL CANYON,"(34.1722, -118.3965)"
131,151521339,11/09/2015,11/09/2015,1445,,N Hollywood,1522,354,THEFT OF IDENTITY,1822 0928,43.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,6700    VAN NOORD                    AV,,"(34.1923, -118.4148)"
132,151521347,11/09/2015,11/09/2015,1430,,N Hollywood,1523,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0421 0334 0302 1238 0207 0913,58.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AO,Adult Other,230.0,,,,6000    WHITSETT                     AV,,"(34.1849, -118.4095)"
133,151521349,11/09/2015,11/09/2015,1830,,N Hollywood,1523,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0603 0913 1202,64.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,745.0,,,,6100    COLDWATER CANYON             AV,,"(34.1813, -118.4137)"
134,151521350,11/09/2015,11/08/2015,1830,,N Hollywood,1526,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,69.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,11600    FRIAR                        ST,,"(34.1858, -118.3847)"
135,151521351,11/09/2015,11/08/2015,1830,,N Hollywood,1526,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,31.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,11600    FRIAR                        ST,,"(34.1858, -118.3847)"
136,151521352,11/09/2015,11/08/2015,1200,,N Hollywood,1555,354,THEFT OF IDENTITY,1822 0929,26.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,11200    HUSTON                       ST,,"(34.16, -118.3746)"
137,151521354,11/08/2015,11/08/2015,1700,,N Hollywood,1511,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0104 0325,0.0,M,W,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,442.0,,,,13000    SHERMAN                      WY,,"(34.2037, -118.421)"
138,151521355,11/10/2015,11/09/2015,200,,N Hollywood,1569,510,VEHICLE - STOLEN,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,4400 E  CAHUENGA                     BL,,"(34.1504, -118.3615)"
139,151521356,11/10/2015,08/15/2015,1200,,N Hollywood,1591,440,THEFT PLAIN - PETTY ($950 & UNDER),0349 1822,83.0,M,W,101.0,STREET,,,AO,Adult Other,440.0,,,,12800    VENTURA                      BL,,"(34.1448, -118.4117)"
140,101708201,03/17/2010,03/16/2010,1830,17.0,Devonshire,1701,330,BURGLARY FROM VEHICLE,0344 1307,22.0,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,RINALDI,TAMPA,"(34.2746, -118.5586)"
141,151521359,11/10/2015,11/04/2015,930,,N Hollywood,1539,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1414 0903 0311 0329,0.0,M,W,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,740.0,,,,10700    BURBANK                      BL,,"(34.1758, -118.3643)"
142,151521360,11/10/2015,11/09/2015,2230,,N Hollywood,1522,330,BURGLARY FROM VEHICLE,1609 1302,22.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,7100    ETHEL                        AV,,"(34.1993, -118.4181)"
143,151521361,11/10/2015,11/09/2015,2130,,N Hollywood,1532,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,28.0,M,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,12200    MIRANDA                      ST,,"(34.1744, -118.3987)"
144,151521362,11/10/2015,11/09/2015,2200,,N Hollywood,1553,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,34.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,4700    BEN                          AV,,"(34.1558, -118.3943)"
145,151521364,11/10/2015,11/10/2015,920,,N Hollywood,1549,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2006 1420 1414 0447 0319 0416,62.0,M,W,203.0,OTHER BUSINESS,302.0,BLUNT INSTRUMENT,AA,Adult Arrest,230.0,,,,VINELAND                     AV,BURBANK                      BL,"(34.1722, -118.3703)"
146,151521365,11/10/2015,11/05/2015,2359,,N Hollywood,1548,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,45.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,5200    HARMONY                      AV,,"(34.1649, -118.3664)"
147,151521366,11/10/2015,11/08/2015,900,,N Hollywood,1525,850,INDECENT EXPOSURE,2000 0913 1813 0531 0500 0529,31.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,850.0,,,,6400    RADFORD                      AV,,"(34.1867, -118.3921)"
148,151521367,11/10/2015,11/09/2015,800,,N Hollywood,1513,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,6900    WHITSETT                     AV,,"(34.196, -118.4052)"
149,151521368,11/10/2015,11/09/2015,2100,,N Hollywood,1522,510,VEHICLE - STOLEN,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,7000    COLDWATER CANYON             AV,,"(34.1936, -118.4166)"
150,151521370,11/10/2015,11/10/2015,1400,,N Hollywood,1544,354,THEFT OF IDENTITY,1822,63.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,12400    MAGNOLIA                     BL,,"(34.1649, -118.4034)"
151,151521373,11/10/2015,11/09/2015,1730,,N Hollywood,1505,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,34.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,7200    LANKERSHIM                   BL,,"(34.2012, -118.3878)"
152,151521374,11/10/2015,10/14/2015,800,,N Hollywood,1591,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,26.0,M,H,235.0,PHARMACY INSIDE STORE OR SUPERMARKET*,,,IC,Invest Cont,440.0,,,,12100    VENTURA                      BL,,"(34.1436, -118.3953)"
153,151521375,11/10/2015,11/09/2015,2100,,N Hollywood,1565,330,BURGLARY FROM VEHICLE,0344,28.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,4500    TUJUNGA                      AV,,"(34.1522, -118.379)"
154,151521376,11/10/2015,11/09/2015,2205,,N Hollywood,1543,440,THEFT PLAIN - PETTY ($950 & UNDER),0349,54.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,12200    CHANDLER                     BL,,"(34.1687, -118.399)"
155,151521377,11/10/2015,09/26/2015,1200,,N Hollywood,1548,354,THEFT OF IDENTITY,1822 0929,26.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5300    HARMONY                      AV,,"(34.1667, -118.3664)"
156,151521378,11/10/2015,08/20/2015,1200,,N Hollywood,1531,310,BURGLARY,0352 1202 1238 0344 1605,88.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,12700    CALIFA                       ST,,"(34.1776, -118.4094)"
157,151521380,11/10/2015,11/09/2015,2000,,N Hollywood,1513,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0385 0344,33.0,F,W,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,6900    WHITSETT                     AV,,"(34.196, -118.4052)"
158,151521381,11/10/2015,11/07/2015,1100,,N Hollywood,1548,354,THEFT OF IDENTITY,1822,74.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,11000    MAGNOLIA                     BL,,"(34.1667, -118.3702)"
159,151521382,11/10/2015,11/07/2015,1600,,N Hollywood,1549,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,42.0,M,B,203.0,OTHER BUSINESS,,,IC,Invest Cont,420.0,,,,5400    LANKERSHIM                   BL,,"(34.1689, -118.377)"
160,151521383,11/10/2015,11/09/2015,1900,,N Hollywood,1569,330,BURGLARY FROM VEHICLE,0344 0321,25.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,4400 E  CAHUENGA                     BL,,"(34.1504, -118.3615)"
161,151521384,11/10/2015,11/05/2015,2000,,N Hollywood,1549,330,BURGLARY FROM VEHICLE,0344,57.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,5500    FULCHER                      AV,,"(34.17, -118.373)"
162,151521385,11/10/2015,11/10/2015,1200,,N Hollywood,1521,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,69.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745.0,,,,13100    BARBARA ANN                  ST,,"(34.2002, -118.4181)"
163,151521386,11/10/2015,11/10/2015,600,,N Hollywood,1532,624,BATTERY - SIMPLE ASSAULT,0553 2002 0444 1202,74.0,F,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,6100    SAINT CLAIR                  AV,,"(34.1813, -118.3998)"
164,151521387,11/10/2015,11/09/2015,2100,,N Hollywood,1506,330,BURGLARY FROM VEHICLE,0344,28.0,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,7300    VINELAND                     AV,,"(34.2027, -118.3745)"
165,151521394,11/11/2015,11/11/2015,125,,N Hollywood,1525,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,43.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,LANKERSHIM,VICTORY,"(34.1867, -118.3878)"
166,151521395,11/10/2015,11/10/2015,1845,,N Hollywood,1585,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 2000,54.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,10800    BLUFFSIDE                    DR,,"(34.1405, -118.3665)"
167,151521397,11/11/2015,11/10/2015,2350,,N Hollywood,1517,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,VINELAND                     AV,ARCHWOOD                     ST,"(34.1922, -118.3703)"
168,151521398,11/11/2015,11/11/2015,30,,N Hollywood,1523,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,56.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,6400    CHARLESWORTH                 AV,,"(34.1872, -118.4094)"
169,151521399,11/10/2015,11/10/2015,835,,N Hollywood,1583,310,BURGLARY,0344 0352 1607 0321,39.0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,4100    COLFAX                       AV,,"(34.1431, -118.3876)"
170,151521400,11/10/2015,11/10/2015,1900,,N Hollywood,1581,310,BURGLARY,0344 1601 0321 1607 0352,54.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,4300    COLDWATER CANYON             AV,,"(34.1482, -118.4138)"
171,151521401,11/10/2015,11/08/2015,2300,,N Hollywood,1538,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,62.0,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,740.0,,,,5600    FAIR                         AV,,"(34.1722, -118.3746)"
172,151521402,11/10/2015,11/10/2015,1140,,N Hollywood,1517,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 0416,46.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,TUJUNGA,VANOWEN,"(34.194, -118.379)"
173,151521403,11/10/2015,11/10/2015,1310,,N Hollywood,1526,624,BATTERY - SIMPLE ASSAULT,0400 0603,47.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,6300    LANKERSHIM                   BL,,"(34.1849, -118.3867)"
174,151521404,11/10/2015,11/10/2015,1740,,N Hollywood,1505,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0421 0447 0561 0400 0416 1414 0913,50.0,F,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230.0,,,,11500    LEADWELL                     ST,,"(34.2041, -118.3841)"
175,151521406,11/10/2015,11/10/2015,1720,,N Hollywood,1585,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1309 1310,43.0,F,B,101.0,STREET,307.0,VEHICLE,IC,Invest Cont,230.0,,,,VINELAND,BLUFFSIDE,"(34.1421, -118.3703)"
176,151521408,11/09/2015,11/05/2015,2300,,N Hollywood,1505,330,BURGLARY FROM VEHICLE,0344 1607 0385,0.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,7100    TUJUNGA                      AV,,"(34.2036, -118.3833)"
177,151521409,11/10/2015,11/08/2015,800,,N Hollywood,1549,860,BATTERY WITH SEXUAL CONTACT,0545 0522 0913 0400 0500 1817,27.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860.0,,,,5400    FAIR                         AV,,"(34.1685, -118.3743)"
178,151521410,11/11/2015,11/10/2015,1800,,N Hollywood,1596,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0.0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,3700    EUREKA                       DR,,"(34.1374, -118.3738)"
179,151521411,11/10/2015,10/23/2015,1700,,N Hollywood,1526,903,CONTEMPT OF COURT,,33.0,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,903.0,,,,6300    TUJUNGA                      AV,,"(34.1849, -118.3834)"
180,151521412,11/10/2015,11/09/2015,1400,,N Hollywood,1595,354,THEFT OF IDENTITY,0928 1822,51.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,11400    LAURELCREST                  DR,,"(34.1349, -118.3808)"
181,151521420,11/11/2015,11/10/2015,300,,N Hollywood,1591,624,BATTERY - SIMPLE ASSAULT,0416,78.0,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,12600    VENTURA                      BL,,"(34.1437, -118.4074)"
182,151521422,11/11/2015,11/07/2015,1600,,N Hollywood,1599,310,BURGLARY,0344 1601,19.0,M,O,707.0,GARAGE/CARPORT,,,IC,Invest Cont,310.0,,,,3300    OAK GLEN                     DR,,"(34.1296, -118.3503)"
183,151521423,11/11/2015,11/09/2015,1930,,N Hollywood,1512,310,BURGLARY,0344 1611,60.0,F,H,101.0,STREET,,,IC,Invest Cont,310.0,,,,GOODLAND                     AV,VOSE                         ST,"(34.1985, -118.4116)"
184,151521425,11/11/2015,10/27/2015,400,,N Hollywood,1516,121,"RAPE, FORCIBLE",2000 0509 1813 0400 0448 0444 0527,46.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121.0,,,,6600    CAMELLIA                     AV,,"(34.1903, -118.3823)"
185,151521426,11/11/2015,11/09/2015,1600,,N Hollywood,1522,330,BURGLARY FROM VEHICLE,0344,27.0,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,COLDWATER CANYON             AV,VOSE                         ST,"(34.1985, -118.4138)"
186,151521428,11/11/2015,11/10/2015,1730,,N Hollywood,1529,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,36.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,6200    WILLOWCREST                  AV,,"(34.1831, -118.3626)"
